"","Stream.Name","Station.Name","Parameter","Date","Comments","Rain.in.Last.24.Hours","Sky.Condition","Final_Value","Year","Month"
"228","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-01-08," ","No","Sunny",214,"2019",1
"229","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-02-05," ","No","Sunny",84,"2019",2
"230","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-03-05," ","Yes","Overcast",2800,"2019",3
"231","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-04-02,"Raining","Yes","Overcast",56,"2019",4
"232","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-05-07,"Duplicate Site Duplicate","No","Partly Cloudy",669,"2019",5
"233","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-06-05," ","No","Overcast",680,"2019",6
"234","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-07-09," ","Yes","Overcast",2300,"2019",7
"235","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-08-06," ","Yes","Partly Cloudy",26000,"2019",8
"236","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-09-03," ","No","Sunny",240,"2019",9
"237","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-10-01," ","No","Sunny",440,"2019",10
"238","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",665,"2019",11
"239","Ellerbe Creek","EL5.6EC","Fecal Coliform",2019-12-03," ","No","Sunny",213,"2019",12
"240","Ellerbe Creek","EL5.6EC","pH",2019-01-08," ","No","Sunny",7,"2019",1
"241","Ellerbe Creek","EL5.6EC","pH",2019-02-05," ","No","Sunny",7.5,"2019",2
"242","Ellerbe Creek","EL5.6EC","pH",2019-03-05," ","Yes","Overcast",7.4,"2019",3
"243","Ellerbe Creek","EL5.6EC","pH",2019-04-02,"Raining","Yes","Overcast",7.6,"2019",4
"244","Ellerbe Creek","EL5.6EC","pH",2019-05-07,"Duplicate Site","No","Partly Cloudy",6.8,"2019",5
"245","Ellerbe Creek","EL5.6EC","pH",2019-06-05," ","No","Overcast",7.2,"2019",6
"246","Ellerbe Creek","EL5.6EC","pH",2019-07-09," ","Yes","Overcast",6.7,"2019",7
"247","Ellerbe Creek","EL5.6EC","pH",2019-08-06," ","Yes","Partly Cloudy",6.8,"2019",8
"248","Ellerbe Creek","EL5.6EC","pH",2019-09-03," ","No","Sunny",7.2,"2019",9
"249","Ellerbe Creek","EL5.6EC","pH",2019-10-01," ","No","Sunny",7.1,"2019",10
"250","Ellerbe Creek","EL5.6EC","pH",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",6.6,"2019",11
"251","Ellerbe Creek","EL5.6EC","pH",2019-12-03," ","No","Sunny",7,"2019",12
"252","Ellerbe Creek","EL5.6EC","Temperature",2019-01-08," ","No","Sunny",12.8,"2019",1
"253","Ellerbe Creek","EL5.6EC","Temperature",2019-02-05," ","No","Sunny",7.4,"2019",2
"254","Ellerbe Creek","EL5.6EC","Temperature",2019-03-05," ","Yes","Overcast",7,"2019",3
"255","Ellerbe Creek","EL5.6EC","Temperature",2019-04-02,"Raining","Yes","Overcast",8.8,"2019",4
"256","Ellerbe Creek","EL5.6EC","Temperature",2019-05-07,"Duplicate Site","No","Partly Cloudy",19.4,"2019",5
"257","Ellerbe Creek","EL5.6EC","Temperature",2019-06-05," ","No","Overcast",22.4,"2019",6
"258","Ellerbe Creek","EL5.6EC","Temperature",2019-07-09," ","Yes","Overcast",25.5,"2019",7
"259","Ellerbe Creek","EL5.6EC","Temperature",2019-08-06," ","Yes","Partly Cloudy",23.8,"2019",8
"260","Ellerbe Creek","EL5.6EC","Temperature",2019-09-03," ","No","Sunny",24,"2019",9
"261","Ellerbe Creek","EL5.6EC","Temperature",2019-10-01," ","No","Sunny",23.6,"2019",10
"262","Ellerbe Creek","EL5.6EC","Temperature",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",11.1,"2019",11
"263","Ellerbe Creek","EL5.6EC","Temperature",2019-12-03," ","No","Sunny",7.1,"2019",12
"264","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-01-08," ","No","Sunny",0.06,"2019",1
"265","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-02-05," ","No","Sunny",0.05,"2019",2
"266","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-03-05," ","Yes","Overcast",0.11,"2019",3
"267","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-04-02,"Raining","Yes","Overcast",0.05,"2019",4
"268","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-05-07,"Duplicate Site Duplicate","No","Partly Cloudy",0.075,"2019",5
"269","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-06-05," ","No","Overcast",0.14,"2019",6
"270","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-07-09," ","Yes","Overcast",0.14,"2019",7
"271","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-08-06," ","Yes","Partly Cloudy",0.16,"2019",8
"272","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-09-03," ","No","Sunny",0.05,"2019",9
"273","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-10-01," ","No","Sunny",0.06,"2019",10
"274","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",0.09,"2019",11
"275","Ellerbe Creek","EL5.6EC","Total Phosphorus",2019-12-03," ","No","Sunny",0.06,"2019",12
"276","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-01-08," ","No","Sunny",4.8,"2019",1
"277","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-02-05," ","No","Sunny",5.4,"2019",2
"278","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-03-05," ","Yes","Overcast",10.6,"2019",3
"279","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-04-02,"Raining","Yes","Overcast",2.5,"2019",4
"280","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-05-07,"Duplicate Site Duplicate","No","Partly Cloudy",6.9,"2019",5
"281","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-06-05," ","No","Overcast",5,"2019",6
"282","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-07-09," ","Yes","Overcast",7.7,"2019",7
"283","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-08-06," ","Yes","Partly Cloudy",26.2,"2019",8
"284","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-09-03," ","No","Sunny",4.3,"2019",9
"285","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-10-01," ","No","Sunny",3,"2019",10
"286","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",3,"2019",11
"287","Ellerbe Creek","EL5.6EC","Total Suspended Solids",2019-12-03," ","No","Sunny",11.4,"2019",12
"288","Ellerbe Creek","EL5.6EC","Turbidity",2019-01-08," ","No","Sunny",11.4,"2019",1
"289","Ellerbe Creek","EL5.6EC","Turbidity",2019-02-05," ","No","Sunny",11,"2019",2
"290","Ellerbe Creek","EL5.6EC","Turbidity",2019-03-05," ","Yes","Overcast",24.8,"2019",3
"291","Ellerbe Creek","EL5.6EC","Turbidity",2019-04-02,"Raining","Yes","Overcast",5.4,"2019",4
"292","Ellerbe Creek","EL5.6EC","Turbidity",2019-05-07,"Duplicate Site","No","Partly Cloudy",8.1,"2019",5
"293","Ellerbe Creek","EL5.6EC","Turbidity",2019-06-05," ","No","Overcast",6.5,"2019",6
"294","Ellerbe Creek","EL5.6EC","Turbidity",2019-07-09," ","Yes","Overcast",15.7,"2019",7
"295","Ellerbe Creek","EL5.6EC","Turbidity",2019-08-06," ","Yes","Partly Cloudy",36.6,"2019",8
"296","Ellerbe Creek","EL5.6EC","Turbidity",2019-09-03," ","No","Sunny",5.1,"2019",9
"297","Ellerbe Creek","EL5.6EC","Turbidity",2019-10-01," ","No","Sunny",4,"2019",10
"298","Ellerbe Creek","EL5.6EC","Turbidity",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",7.6,"2019",11
"299","Ellerbe Creek","EL5.6EC","Turbidity",2019-12-03," ","No","Sunny",15,"2019",12
"300","Ellerbe Creek","EL5.6EC","Zinc",2019-01-08," ","No","Sunny",14.15,"2019",1
"301","Ellerbe Creek","EL5.6EC","Zinc",2019-02-05," ","No","Sunny",17.65,"2019",2
"302","Ellerbe Creek","EL5.6EC","Zinc",2019-03-05," ","Yes","Overcast",16.25,"2019",3
"303","Ellerbe Creek","EL5.6EC","Zinc",2019-04-02,"Raining","Yes","Overcast",7.5,"2019",4
"304","Ellerbe Creek","EL5.6EC","Zinc",2019-05-07,"Duplicate Site Duplicate","No","Partly Cloudy",14.225,"2019",5
"305","Ellerbe Creek","EL5.6EC","Zinc",2019-06-05," ","No","Overcast",8.3,"2019",6
"306","Ellerbe Creek","EL5.6EC","Zinc",2019-07-09," ","Yes","Overcast",13.1,"2019",7
"307","Ellerbe Creek","EL5.6EC","Zinc",2019-08-06," ","Yes","Partly Cloudy",13.9,"2019",8
"308","Ellerbe Creek","EL5.6EC","Zinc",2019-09-03," ","No","Sunny",7.3,"2019",9
"309","Ellerbe Creek","EL5.6EC","Zinc",2019-10-01," ","No","Sunny",6.1,"2019",10
"310","Ellerbe Creek","EL5.6EC","Zinc",2019-11-05,"Large blockage upstream of culvert","No","Partly Cloudy",12.7,"2019",11
"311","Ellerbe Creek","EL5.6EC","Zinc",2019-12-03," ","No","Sunny",21.3,"2019",12
"312","Ellerbe Creek","EL7.1EC","Copper",2019-01-08," ","No","Partly Cloudy",4.9,"2019",1
"313","Ellerbe Creek","EL7.1EC","Copper",2019-02-05," ","No","Partly Cloudy",3.05,"2019",2
"314","Ellerbe Creek","EL7.1EC","Copper",2019-03-05," ","Yes","Overcast",4.4,"2019",3
"315","Ellerbe Creek","EL7.1EC","Copper",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",3.85,"2019",4
"316","Ellerbe Creek","EL7.1EC","Copper",2019-05-07," ","No","Partly Cloudy",4.6,"2019",5
"317","Ellerbe Creek","EL7.1EC","Copper",2019-06-05,"Duplicate Site Duplicate","No","Overcast",3.8,"2019",6
"318","Ellerbe Creek","EL7.1EC","Copper",2019-07-09," ","Yes","Overcast",5.05,"2019",7
"319","Ellerbe Creek","EL7.1EC","Copper",2019-08-06," ","Yes","Partly Cloudy",5.55,"2019",8
"320","Ellerbe Creek","EL7.1EC","Copper",2019-09-03," ","No","Sunny",3.25,"2019",9
"321","Ellerbe Creek","EL7.1EC","Copper",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",2.05,"2019",10
"322","Ellerbe Creek","EL7.1EC","Copper",2019-11-05," ","No","Overcast",3.8,"2019",11
"323","Ellerbe Creek","EL7.1EC","Copper",2019-12-03," ","No","Sunny",5.45,"2019",12
"324","Ellerbe Creek","EL7.1EC","Copper",2020-01-07," ","No","Partly Cloudy",5.3,"2020",1
"325","Ellerbe Creek","EL7.1EC","Copper",2020-02-04,"Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy",5.125,"2020",2
"326","Ellerbe Creek","EL7.1EC","Copper",2020-03-03,"Green floc algae present","No","Overcast",3.85,"2020",3
"327","Ellerbe Creek","EL7.1EC","Copper",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",3.6,"2020",5
"328","Ellerbe Creek","EL7.1EC","Copper",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",5.505,"2020",8
"329","Ellerbe Creek","EL7.1EC","Copper",2020-09-01," ","Yes","Overcast",4.145,"2020",9
"330","Ellerbe Creek","EL7.1EC","Copper",2020-10-06,"Duplicate Site Duplicate","No","Sunny",2.8425,"2020",10
"331","Ellerbe Creek","EL7.1EC","Copper",2020-11-03," ","No","Sunny",3.29,"2020",11
"332","Ellerbe Creek","EL7.1EC","Copper",2020-12-01," ","Yes","Sunny",5.24,"2020",12
"333","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-01-08," ","No","Partly Cloudy",10.4,"2019",1
"334","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-02-05," ","No","Partly Cloudy",10.8,"2019",2
"335","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-03-05," ","Yes","Overcast",11.6,"2019",3
"336","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",3.5,"2019",4
"337","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-05-07," ","No","Partly Cloudy",5.5,"2019",5
"338","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-06-05,"Duplicate Site","No","Overcast",6,"2019",6
"339","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-07-09," ","Yes","Overcast",5.6,"2019",7
"340","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-08-06," ","Yes","Partly Cloudy",6.6,"2019",8
"341","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-09-03," ","No","Sunny",5.9,"2019",9
"342","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",4.7,"2019",10
"343","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-11-05," ","No","Overcast",8.2,"2019",11
"344","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2019-12-03," ","No","Sunny",9.4,"2019",12
"345","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-01-07," ","No","Partly Cloudy",10.7,"2020",1
"346","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-02-04,"Duplicate Site; green floc algae present","No","Partly Cloudy",9.8,"2020",2
"347","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-03-03,"Green floc algae present","No","Overcast",10.8,"2020",3
"348","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",8.5,"2020",5
"349","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast",5.6,"2020",6
"350","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-07-07,"Murky Water","Yes","Partly Cloudy",5,"2020",7
"351","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",7.3,"2020",8
"352","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-09-01," ","Yes","Overcast",6.7,"2020",9
"353","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-10-06,"Duplicate Site","No","Sunny",8,"2020",10
"354","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-11-03," ","No","Sunny",9.5,"2020",11
"355","Ellerbe Creek","EL7.1EC","Dissolved Oxygen",2020-12-01," ","Yes","Sunny",10.2,"2020",12
"356","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-01-08," ","No","Partly Cloudy",124,"2019",1
"357","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-02-05," ","No","Partly Cloudy",67,"2019",2
"358","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-03-05," ","Yes","Overcast",276,"2019",3
"359","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",48,"2019",4
"360","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-05-07," ","No","Partly Cloudy",495,"2019",5
"361","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-06-05,"Duplicate Site Duplicate","No","Overcast",575,"2019",6
"362","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-07-09," ","Yes","Overcast",2300,"2019",7
"363","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-08-06," ","Yes","Partly Cloudy",12000,"2019",8
"364","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-09-03," ","No","Sunny",1476,"2019",9
"365","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",44,"2019",10
"366","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-11-05," ","No","Overcast",240,"2019",11
"367","Ellerbe Creek","EL7.1EC","Fecal Coliform",2019-12-03," ","No","Sunny",127,"2019",12
"368","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-01-07," ","No","Partly Cloudy",120,"2020",1
"369","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-02-04,"Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy",56,"2020",2
"370","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-03-03,"Green floc algae present","No","Overcast",70,"2020",3
"371","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",140,"2020",5
"372","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Overcast",440,"2020",6
"373","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-07-07,"Murky Water","Yes","Partly Cloudy",2100,"2020",7
"374","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",45000,"2020",8
"375","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-09-01," ","Yes","Overcast",24000,"2020",9
"376","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-10-06,"Duplicate Site Duplicate","No","Sunny",130,"2020",10
"377","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-11-03," ","No","Sunny",210,"2020",11
"378","Ellerbe Creek","EL7.1EC","Fecal Coliform",2020-12-01," ","Yes","Sunny",1267,"2020",12
"379","Ellerbe Creek","EL7.1EC","pH",2019-01-08," ","No","Partly Cloudy",6.9,"2019",1
"380","Ellerbe Creek","EL7.1EC","pH",2019-02-05," ","No","Partly Cloudy",7.4,"2019",2
"381","Ellerbe Creek","EL7.1EC","pH",2019-03-05," ","Yes","Overcast",7.2,"2019",3
"382","Ellerbe Creek","EL7.1EC","pH",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",7.7,"2019",4
"383","Ellerbe Creek","EL7.1EC","pH",2019-05-07," ","No","Partly Cloudy",7,"2019",5
"384","Ellerbe Creek","EL7.1EC","pH",2019-06-05,"Duplicate Site","No","Overcast",7.3,"2019",6
"385","Ellerbe Creek","EL7.1EC","pH",2019-07-09," ","Yes","Overcast",6.9,"2019",7
"386","Ellerbe Creek","EL7.1EC","pH",2019-08-06," ","Yes","Partly Cloudy",6.9,"2019",8
"387","Ellerbe Creek","EL7.1EC","pH",2019-09-03," ","No","Sunny",7.4,"2019",9
"388","Ellerbe Creek","EL7.1EC","pH",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",7.2,"2019",10
"389","Ellerbe Creek","EL7.1EC","pH",2019-11-05," ","No","Overcast",7,"2019",11
"390","Ellerbe Creek","EL7.1EC","pH",2019-12-03," ","No","Sunny",7.2,"2019",12
"391","Ellerbe Creek","EL7.1EC","pH",2020-01-07," ","No","Partly Cloudy",7.3,"2020",1
"392","Ellerbe Creek","EL7.1EC","pH",2020-02-04,"Duplicate Site; green floc algae present","No","Partly Cloudy",6.9,"2020",2
"393","Ellerbe Creek","EL7.1EC","pH",2020-03-03,"Green floc algae present","No","Overcast",7,"2020",3
"394","Ellerbe Creek","EL7.1EC","pH",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",7.3,"2020",5
"395","Ellerbe Creek","EL7.1EC","pH",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast",6.9,"2020",6
"396","Ellerbe Creek","EL7.1EC","pH",2020-07-07,"Murky Water","Yes","Partly Cloudy",6.9,"2020",7
"397","Ellerbe Creek","EL7.1EC","pH",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",6.5,"2020",8
"398","Ellerbe Creek","EL7.1EC","pH",2020-09-01," ","Yes","Overcast",6.7,"2020",9
"399","Ellerbe Creek","EL7.1EC","pH",2020-10-06,"Duplicate Site","No","Sunny",7,"2020",10
"400","Ellerbe Creek","EL7.1EC","pH",2020-11-03," ","No","Sunny",6.9,"2020",11
"401","Ellerbe Creek","EL7.1EC","pH",2020-12-01," ","Yes","Sunny",7,"2020",12
"402","Ellerbe Creek","EL7.1EC","Temperature",2019-01-08," ","No","Partly Cloudy",11.6,"2019",1
"403","Ellerbe Creek","EL7.1EC","Temperature",2019-02-05," ","No","Partly Cloudy",8.2,"2019",2
"404","Ellerbe Creek","EL7.1EC","Temperature",2019-03-05," ","Yes","Overcast",6.9,"2019",3
"405","Ellerbe Creek","EL7.1EC","Temperature",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",8.8,"2019",4
"406","Ellerbe Creek","EL7.1EC","Temperature",2019-05-07," ","No","Partly Cloudy",19.7,"2019",5
"407","Ellerbe Creek","EL7.1EC","Temperature",2019-06-05,"Duplicate Site","No","Overcast",22.7,"2019",6
"408","Ellerbe Creek","EL7.1EC","Temperature",2019-07-09," ","Yes","Overcast",25.7,"2019",7
"409","Ellerbe Creek","EL7.1EC","Temperature",2019-08-06," ","Yes","Partly Cloudy",23.5,"2019",8
"410","Ellerbe Creek","EL7.1EC","Temperature",2019-09-03," ","No","Sunny",24.3,"2019",9
"411","Ellerbe Creek","EL7.1EC","Temperature",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",24.3,"2019",10
"412","Ellerbe Creek","EL7.1EC","Temperature",2019-11-05," ","No","Overcast",11.4,"2019",11
"413","Ellerbe Creek","EL7.1EC","Temperature",2019-12-03," ","No","Sunny",7.3,"2019",12
"414","Ellerbe Creek","EL7.1EC","Temperature",2020-01-07," ","No","Partly Cloudy",5.9,"2020",1
"415","Ellerbe Creek","EL7.1EC","Temperature",2020-02-04,"Duplicate Site; green floc algae present","No","Partly Cloudy",9.7,"2020",2
"416","Ellerbe Creek","EL7.1EC","Temperature",2020-03-03,"Green floc algae present","No","Overcast",10.7,"2020",3
"417","Ellerbe Creek","EL7.1EC","Temperature",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",13.3,"2020",5
"418","Ellerbe Creek","EL7.1EC","Temperature",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020 Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in June 2020","No","Overcast",23.6,"2020",6
"419","Ellerbe Creek","EL7.1EC","Temperature",2020-07-07,"Murky Water","Yes","Partly Cloudy",24.8,"2020",7
"420","Ellerbe Creek","EL7.1EC","Temperature",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",24,"2020",8
"421","Ellerbe Creek","EL7.1EC","Temperature",2020-09-01," ","Yes","Overcast",24.9,"2020",9
"422","Ellerbe Creek","EL7.1EC","Temperature",2020-10-06,"Duplicate Site","No","Sunny",14.4,"2020",10
"423","Ellerbe Creek","EL7.1EC","Temperature",2020-11-03," ","No","Sunny",9.2,"2020",11
"424","Ellerbe Creek","EL7.1EC","Temperature",2020-12-01," ","Yes","Sunny",11.2,"2020",12
"425","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-01-08," ","No","Partly Cloudy",0.05,"2019",1
"426","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-02-05," ","No","Partly Cloudy",0.03,"2019",2
"427","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-03-05," ","Yes","Overcast",0.09,"2019",3
"428","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",0.03,"2019",4
"429","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-05-07," ","No","Partly Cloudy",0.08,"2019",5
"430","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-06-05,"Duplicate Site Duplicate","No","Overcast",0.22,"2019",6
"431","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-07-09," ","Yes","Overcast",0.1,"2019",7
"432","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-08-06," ","Yes","Partly Cloudy",0.15,"2019",8
"433","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-09-03," ","No","Sunny",0.04,"2019",9
"434","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-10-01,"low flow and large amount of brown fluffy algae","No","Sunny",0.09,"2019",10
"435","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-11-05," ","No","Overcast",0.06,"2019",11
"436","Ellerbe Creek","EL7.1EC","Total Phosphorus",2019-12-03," ","No","Sunny",0.04,"2019",12
"437","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-01-07," ","No","Partly Cloudy",0.1,"2020",1
"438","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-02-04,"Duplicate Site; green floc algae present Duplicate","No","Partly Cloudy",0.05,"2020",2
"439","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-03-03,"Green floc algae present","No","Overcast",0.05,"2020",3
"440","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-05-12,"low flow; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Sunny",0.08,"2020",5
"441","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-06-09,"Murky water; due to COVID-19 safety constraints, only the Nutrient Loading sites were sampled in May 2020","No","Overcast",0.09,"2020",6
"442","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-07-07,"Murky Water","Yes","Partly Cloudy",0.15,"2020",7
"443","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-08-04,"Heavy rains overnight from hurricane.","Yes","Partly Cloudy",0.15,"2020",8
"444","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-09-01," ","Yes","Overcast",0.29,"2020",9
"445","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-10-06,"Duplicate Site Duplicate","No","Sunny",0.035,"2020",10
"446","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-11-03," ","No","Sunny",0.12,"2020",11
"447","Ellerbe Creek","EL7.1EC","Total Phosphorus",2020-12-01," ","Yes","Sunny",0.09,"2020",12
"448","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-01-08," ","No","Partly Cloudy",2.5,"2019",1
"449","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-02-05," ","No","Partly Cloudy",2.5,"2019",2
"450","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-03-05," ","Yes","Overcast",7.2,"2019",3
"451","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-04-02,"Raining; lots of algae matts present","Yes","Overcast",2.9,"2019",4
"452","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-05-07," ","No","Partly Cloudy",3.9,"2019",5
"453","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-06-05,"Duplicate Site Duplicate","No","Overcast",5,"2019",6
"454","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-07-09," ","Yes","Overcast",4.3,"2019",7
"455","Ellerbe Creek","EL7.1EC","Total Suspended Solids",2019-08-06," ","Yes","Partly Cloudy",17.2,"2019",8
